,analysisId,specimenID,reporterId,Reporter,Order,Concentration,Time,Temperature
156,147,175,40,40.0,Secondary,0.3888888888888889,12.0,4.0
157,148,175,40,40.0,Secondary,0.3888888888888889,12.0,4.0
158,161,182,76,76.0,Primary,0.3194444444444445,48.0,4.0
159,162,182,76,76.0,Primary,0.3194444444444445,48.0,4.0
160,163,182,76,76.0,Primary,0.3194444444444445,48.0,4.0
161,164,182,76,76.0,Primary,0.3194444444444445,48.0,4.0
162,157,180,76,76.0,Primary,0.3194444444444445,48.0,4.0
163,158,180,76,76.0,Primary,0.3194444444444445,48.0,4.0
164,159,180,76,76.0,Primary,0.3194444444444445,48.0,4.0
165,160,180,76,76.0,Primary,0.3194444444444445,48.0,4.0
166,161,182,70,70.0,Secondary,01:20:00,,
167,162,182,70,70.0,Secondary,01:20:00,,
168,163,182,70,70.0,Secondary,01:20:00,,
169,164,182,70,70.0,Secondary,01:20:00,,
170,157,180,70,70.0,Secondary,01:20:00,,
171,158,180,70,70.0,Secondary,01:20:00,,
172,159,180,70,70.0,Secondary,01:20:00,,
173,160,180,70,70.0,Secondary,01:20:00,,
174,166,185,289,289.0,Primary,2 ng/ml,17.5,50.0
175,169,185,289,289.0,Primary,2 ng/ml,17.5,50.0
176,307,185,289,289.0,Primary,2 ng/ml,17.5,50.0
177,308,185,289,289.0,Primary,2 ng/ml,17.5,50.0
178,167,186,288,288.0,Primary,2 ng/ml,17.5,50.0
179,168,186,288,288.0,Primary,2 ng/ml,17.5,50.0
180,309,186,288,288.0,Primary,2 ng/ml,17.5,50.0
181,310,186,288,288.0,Primary,2 ng/ml,17.5,50.0
182,165,187,77,77.0,Primary,0.7361111111111112,24.0,4.0
183,306,187,77,77.0,Primary,0.7361111111111112,24.0,4.0
184,165,187,78,78.0,Secondary,0.3888888888888889,1.5,
185,306,187,78,78.0,Secondary,0.3888888888888889,1.5,
186,170,190,79,79.0,Primary,2.8194444444444446,12.0,4.0
187,171,190,79,79.0,Primary,2.8194444444444446,12.0,4.0
188,170,190,81,81.0,Secondary,0.3888888888888889,1.0,21.0
189,171,190,81,81.0,Secondary,0.3888888888888889,1.0,21.0
190,170,190,80,80.0,Primary,3.513888888888889,12.0,4.0
191,171,190,80,80.0,Primary,3.513888888888889,12.0,4.0
192,170,190,166,166.0,Secondary,0.3888888888888889,1.0,21.0
193,171,190,166,166.0,Secondary,0.3888888888888889,1.0,21.0
194,172,191,79,79.0,Primary,2.8194444444444446,12.0,4.0
195,173,191,79,79.0,Primary,2.8194444444444446,12.0,4.0
196,172,191,80,80.0,Primary,3.513888888888889,12.0,4.0
197,173,191,80,80.0,Primary,3.513888888888889,12.0,4.0
198,172,191,81,81.0,Secondary,0.3888888888888889,1.0,21.0
199,173,191,81,81.0,Secondary,0.3888888888888889,1.0,21.0
200,172,191,166,166.0,Secondary,0.3888888888888889,1.0,21.0
201,173,191,166,166.0,Secondary,0.3888888888888889,1.0,21.0
202,174,198,82,82.0,Primary,,12.0,4.0
203,503,198,82,82.0,Primary,,12.0,4.0
204,175,199,82,82.0,Primary,,12.0,4.0
205,177,199,82,82.0,Primary,,12.0,4.0
206,176,200,83,83.0,Primary,,12.0,4.0
207,174,198,84,84.0,Secondary,,,
208,503,198,84,84.0,Secondary,,,
209,175,199,84,84.0,Secondary,,,
210,177,199,84,84.0,Secondary,,,
211,178,205,85,85.0,Primary,0.11111111111111112,72.0,4.0
212,179,205,85,85.0,Primary,0.11111111111111112,72.0,4.0
213,178,205,165,165.0,Secondary,01:50:00,1.0,4.0
214,179,205,165,165.0,Secondary,01:50:00,1.0,4.0
215,183,208,65,65.0,Primary,0.7361111111111112,72.0,4.0
216,180,211,38,38.0,Primary,0.3888888888888889,72.0,3.0
217,183,208,89,89.0,Secondary,01:50:00,1.0,21.0
218,180,211,176,176.0,Secondary,01:50:00,1.0,21.0
219,185,217,71,71.0,Primary,1:10000,,
220,185,217,166,166.0,Secondary,0.3194444444444445,1.0,21.0
221,186,219,291,291.0,Primary,,12.0,65.0
222,187,219,291,291.0,Primary,,12.0,65.0
223,186,219,290,290.0,Primary,,12.0,65.0
224,187,219,290,290.0,Primary,,12.0,65.0
225,186,219,92,92.0,Secondary,1.4305555555555556,12.0,4.0
226,187,219,92,92.0,Secondary,1.4305555555555556,12.0,4.0
227,186,219,82,82.0,Primary,3.513888888888889,12.0,4.0
228,187,219,82,82.0,Primary,3.513888888888889,12.0,4.0
229,186,219,172,172.0,Secondary,0.18055555555555558,12.0,4.0
230,187,219,172,172.0,Secondary,0.18055555555555558,12.0,4.0
231,194,230,93,93.0,Primary,0.18055555555555558,12.0,
232,194,230,167,167.0,Secondary,0.18055555555555558,1.0,
233,195,234,94,94.0,Primary,,48.0,4.0
234,195,234,170,170.0,Secondary,0.18055555555555558,1.0,
235,196,235,95,95.0,Primary,,48.0,4.0
236,196,235,170,170.0,Secondary,0.18055555555555558,1.0,
237,200,237,158,158.0,Primary,2 pmol/ml,24.0,37.0
238,199,238,159,159.0,Primary,2 pmol/ml,24.0,37.0
239,198,239,160,160.0,Primary,2 pmol/ml,24.0,37.0
240,203,241,96,96.0,Primary,2.125,12.0,4.0
241,203,241,39,39.0,Secondary,0.25,2.0,4.0
242,201,242,47,47.0,Primary,0.7361111111111112,12.0,4.0
243,201,242,171,171.0,Secondary,0.25,2.0,
244,211,251,100,100.0,Primary,1.4305555555555556,,
245,215,259,102,102.0,Primary,1 µg/ml,,
246,216,261,132,132.0,Primary,1 µg/ml,,
247,217,262,102,102.0,Primary,1 µg/ml,,
248,218,260,132,132.0,Primary,1 µg/ml,,
249,219,264,71,71.0,Primary,0.18055555555555558,12.0,4.0
250,220,264,71,71.0,Primary,0.18055555555555558,12.0,4.0
251,219,264,36,36.0,Secondary,,1.0,21.0
252,220,264,36,36.0,Secondary,,1.0,21.0
253,221,267,106,106.0,Primary,2.8194444444444446,12.0,4.0
254,222,266,104,104.0,Primary,5.597222222222222,12.0,4.0
255,223,268,105,105.0,Primary,0.7361111111111112,12.0,4.0
256,222,266,167,167.0,Secondary,,,
257,223,268,167,167.0,Secondary,,,
258,221,267,167,167.0,Secondary,,,
259,239,296,37,37.0,Primary,1.0833333333333333,,
260,240,297,37,37.0,Primary,1.0833333333333333,,
261,241,298,37,37.0,Primary,1.0833333333333333,,
262,242,299,37,37.0,Primary,1.0833333333333333,,
263,239,296,167,167.0,Secondary,,,
264,240,297,167,167.0,Secondary,,,
265,241,298,167,167.0,Secondary,,,
266,242,299,167,167.0,Secondary,,,
267,243,302,113,113.0,Primary,0.18055555555555558,72.0,4.0
268,243,302,114,114.0,Secondary,0.18055555555555558,,
269,244,303,113,113.0,Primary,0.18055555555555558,72.0,4.0
270,244,303,114,114.0,Secondary,0.18055555555555558,,
271,245,306,116,116.0,Primary,0.2152777777777778,,
272,246,306,116,116.0,Primary,0.2152777777777778,,
273,245,306,91,91.0,Secondary,,,
274,246,306,91,91.0,Secondary,,,
275,247,307,161,161.0,Primary,1×10^7 dpm/ml,12.0,58.0
276,248,307,161,161.0,Primary,1×10^7 dpm/ml,12.0,58.0
277,247,307,162,162.0,Primary,1×10^7 dpm/ml,12.0,58.0
278,248,307,162,162.0,Primary,1×10^7 dpm/ml,12.0,58.0
279,247,307,46,46.0,Secondary,,,
280,248,307,46,46.0,Secondary,,,
281,258,318,117,117.0,Primary,0.3888888888888889,12.0,21.0
282,262,318,117,117.0,Primary,0.3888888888888889,12.0,21.0
283,259,321,118,118.0,Primary,0.3888888888888889,12.0,21.0
284,263,321,118,118.0,Primary,0.3888888888888889,12.0,21.0
285,260,322,119,119.0,Primary,0.3888888888888889,12.0,21.0
286,261,322,119,119.0,Primary,0.3888888888888889,12.0,21.0
287,258,318,120,120.0,Secondary,,1.0,21.0
288,262,318,120,120.0,Secondary,,1.0,21.0
289,259,321,175,175.0,Secondary,,1.0,21.0
290,263,321,175,175.0,Secondary,,1.0,21.0
291,260,322,175,175.0,Secondary,,1.0,21.0
292,261,322,175,175.0,Secondary,,1.0,21.0
293,264,324,121,121.0,Primary,0.18055555555555558,12.0,4.0
294,265,325,122,122.0,Primary,0.18055555555555558,12.0,4.0
295,264,324,167,167.0,Secondary,0.18055555555555558,1.0,21.0
296,265,325,167,167.0,Secondary,0.18055555555555558,1.0,21.0
297,267,330,123,123.0,Primary,0.7361111111111112,,
298,266,329,125,125.0,Primary,1.4305555555555556,,
299,268,328,124,124.0,Primary,0.7361111111111112,,
300,270,332,126,126.0,Primary,0.7361111111111112,16.0,21.0
301,270,332,172,172.0,Secondary,0.18055555555555558,1.5,
302,271,334,128,128.0,Primary,0.2152777777777778,,
303,272,334,128,128.0,Primary,0.2152777777777778,,
304,274,334,128,128.0,Primary,0.2152777777777778,,
305,273,336,37,37.0,Primary,,,
306,275,338,96,96.0,Primary,2.125,12.0,4.0
307,275,338,39,39.0,Secondary,0.25,1.0,21.0
308,277,342,51,51.0,Primary,0.7361111111111112,15.0,4.0
309,278,344,51,51.0,Primary,0.7361111111111112,15.0,4.0
310,279,353,37,37.0,Primary,0.7361111111111112,1.0,41.0
311,280,354,37,37.0,Primary,0.7361111111111112,1.0,41.0
312,281,355,37,37.0,Primary,0.7361111111111112,1.0,41.0
313,282,356,37,37.0,Primary,0.7361111111111112,1.0,41.0
314,283,357,37,37.0,Primary,0.7361111111111112,1.0,41.0
315,284,358,37,37.0,Primary,0.7361111111111112,1.0,41.0
316,285,359,37,37.0,Primary,0.7361111111111112,1.0,41.0
317,286,360,37,37.0,Primary,0.7361111111111112,1.0,41.0
318,296,387,129,129.0,Primary,0.2152777777777778,12.0,21.0
319,297,388,129,129.0,Primary,0.2152777777777778,12.0,21.0
320,298,390,129,129.0,Primary,0.2152777777777778,12.0,21.0
321,299,389,129,129.0,Primary,0.2152777777777778,12.0,21.0
322,296,387,130,130.0,Primary,0.3888888888888889,12.0,21.0
323,297,388,130,130.0,Primary,0.3888888888888889,12.0,21.0
324,298,390,131,131.0,Primary,1.4305555555555556,12.0,21.0
325,299,389,131,131.0,Primary,1.4305555555555556,12.0,21.0
326,294,391,132,132.0,Primary,0.18055555555555558,12.0,21.0
327,295,392,132,132.0,Primary,0.18055555555555558,12.0,21.0
328,295,392,129,129.0,Primary,0.18055555555555558,12.0,21.0
329,294,391,129,129.0,Primary,0.18055555555555558,12.0,21.0
330,300,395,79,79.0,Primary,0.11111111111111112,36.0,4.0
331,301,396,79,79.0,Primary,0.11111111111111112,36.0,4.0
332,300,395,112,112.0,Secondary,0.11111111111111112,2.0,
333,301,396,112,112.0,Secondary,0.11111111111111112,2.0,
334,303,398,61,61.0,Primary,0.3888888888888889,12.0,
335,303,398,133,133.0,Secondary,,1.0,
336,311,403,164,164.0,Primary,0.11111111111111112,,64.0
337,311,403,169,169.0,Secondary,,1.0,24.0
338,323,416,51,51.0,Primary,0.18055555555555558,48.0,4.0
339,323,416,134,134.0,Primary,0.18055555555555558,48.0,4.0
340,323,416,135,135.0,Primary,0.18055555555555558,48.0,4.0
341,323,416,173,173.0,Secondary,0.18055555555555558,3.0,21.0
342,323,416,88,88.0,Secondary,0.18055555555555558,3.0,21.0
343,328,423,79,79.0,Primary,1.0833333333333333,12.0,4.0
344,329,423,79,79.0,Primary,1.0833333333333333,12.0,4.0
345,330,425,109,109.0,Primary,1.7777777777777777,12.0,
346,330,425,50,50.0,Secondary,01:50:00,1.0,
347,331,427,51,51.0,Primary,0.3888888888888889,,
348,331,427,101,101.0,Secondary,,,
349,332,430,79,79.0,Primary,1.0833333333333333,48.0,4.0
350,332,430,101,101.0,Secondary,,,
351,334,434,177,177.0,Primary,1.0833333333333333,48.0,4.0
352,334,434,67,67.0,Secondary,0.18055555555555558,2.0,
353,335,435,178,178.0,Primary,1.0833333333333333,48.0,4.0
354,335,435,167,167.0,Secondary,0.18055555555555558,2.0,
355,336,439,79,79.0,Primary,0.7361111111111112,12.0,
356,337,438,79,79.0,Primary,0.7361111111111112,12.0,
357,337,438,112,112.0,Secondary,0.7361111111111112,8.0,
358,336,439,112,112.0,Secondary,0.7361111111111112,8.0,
359,338,442,79,79.0,Primary,0.2152777777777778,12.0,4.0
360,338,442,179,179.0,Secondary,0.3194444444444445,0.5,
361,340,447,71,71.0,Primary,0.18055555555555558,12.0,4.0
362,340,447,36,36.0,Secondary,,1.0,21.0
363,342,453,71,71.0,Primary,0.7361111111111112,12.0,4.0
364,343,453,71,71.0,Primary,0.7361111111111112,12.0,4.0
365,342,453,133,133.0,Secondary,0.11111111111111112,2.0,21.0
366,343,453,133,133.0,Secondary,0.11111111111111112,2.0,21.0
367,344,456,71,71.0,Primary,1.0833333333333333,,
368,344,456,133,133.0,Secondary,,,
369,345,460,101,101.0,Primary,1:10000,12.0,4.0
370,349,460,101,101.0,Primary,1:10000,12.0,4.0
371,352,460,101,101.0,Primary,1:10000,12.0,4.0
372,346,461,101,101.0,Primary,1:10000,12.0,4.0
373,350,461,101,101.0,Primary,1:10000,12.0,4.0
374,351,461,101,101.0,Primary,1:10000,12.0,4.0
375,348,462,101,101.0,Primary,1:10000,12.0,4.0
376,353,462,101,101.0,Primary,1:10000,12.0,4.0
377,345,460,67,67.0,Secondary,0.7361111111111112,1.0,21.0
378,349,460,67,67.0,Secondary,0.7361111111111112,1.0,21.0
379,352,460,67,67.0,Secondary,0.7361111111111112,1.0,21.0
380,346,461,67,67.0,Secondary,0.7361111111111112,1.0,21.0
381,350,461,67,67.0,Secondary,0.7361111111111112,1.0,21.0
382,351,461,67,67.0,Secondary,0.7361111111111112,1.0,21.0
383,348,462,67,67.0,Secondary,0.7361111111111112,1.0,21.0
384,353,462,67,67.0,Secondary,0.7361111111111112,1.0,21.0
385,354,466,101,101.0,Primary,1:10000,12.0,4.0
386,355,466,101,101.0,Primary,1:10000,12.0,4.0
387,356,466,101,101.0,Primary,1:10000,12.0,4.0
388,357,465,101,101.0,Primary,1:10000,12.0,4.0
389,358,465,101,101.0,Primary,1:10000,12.0,4.0
390,359,465,101,101.0,Primary,1:10000,12.0,4.0
391,357,465,67,67.0,Secondary,0.7361111111111112,1.0,21.0
392,358,465,67,67.0,Secondary,0.7361111111111112,1.0,21.0
393,359,465,67,67.0,Secondary,0.7361111111111112,1.0,21.0
394,354,466,67,67.0,Secondary,0.7361111111111112,1.0,21.0
395,355,466,67,67.0,Secondary,0.7361111111111112,1.0,21.0
396,356,466,67,67.0,Secondary,0.7361111111111112,1.0,21.0
397,360,468,51,51.0,Primary,0.7361111111111112,24.0,4.0
398,360,468,133,133.0,Secondary,0.3888888888888889,,
399,361,470,51,51.0,Primary,0.3888888888888889,1.5,21.0
400,361,470,51,51.0,Primary,0.3888888888888889,48.0,4.0
401,361,470,167,167.0,Secondary,0.11111111111111112,2.0,21.0
402,362,476,51,51.0,Primary,0.7361111111111112,12.0,4.0
403,363,477,51,51.0,Primary,0.7361111111111112,12.0,4.0
404,362,476,167,167.0,Secondary,0.18055555555555558,0.5,
405,363,477,167,167.0,Secondary,0.18055555555555558,0.5,
406,364,482,51,51.0,Primary,0.7361111111111112,12.0,4.0
407,505,482,51,51.0,Primary,0.7361111111111112,12.0,4.0
408,364,482,167,167.0,Secondary,0.18055555555555558,0.5,
409,505,482,167,167.0,Secondary,0.18055555555555558,0.5,
410,366,487,181,181.0,Primary,0.11111111111111112,12.0,4.0
411,367,488,180,180.0,Primary,0.7361111111111112,12.0,4.0
412,367,488,179,179.0,Secondary,0.11111111111111112,1.0,21.0
413,366,487,179,179.0,Secondary,0.11111111111111112,1.0,21.0
414,369,495,37,37.0,Primary,0.3888888888888889,24.0,
415,369,495,112,112.0,Secondary,0.18055555555555558,2.0,21.0
416,370,499,183,183.0,Primary,1.4305555555555556,12.0,4.0
417,373,499,183,183.0,Primary,1.4305555555555556,12.0,4.0
418,370,499,167,167.0,Secondary,0.18055555555555558,1.0,21.0
419,373,499,167,167.0,Secondary,0.18055555555555558,1.0,21.0
420,371,498,184,184.0,Primary,0.7361111111111112,,
421,372,498,184,184.0,Primary,0.7361111111111112,,
422,374,502,132,132.0,Primary,0.7361111111111112,,
423,374,502,185,185.0,Secondary,,,
424,375,501,37,37.0,Primary,1.4305555555555556,,
425,509,501,37,37.0,Primary,1.4305555555555556,,
426,375,501,185,185.0,Secondary,,,
427,509,501,185,185.0,Secondary,,,
428,378,510,47,47.0,Primary,5.25,12.0,21.0
429,379,510,47,47.0,Primary,5.25,12.0,21.0
430,378,510,187,187.0,Secondary,0.3888888888888889,1.0,
431,379,510,187,187.0,Secondary,0.3888888888888889,1.0,
432,380,512,51,51.0,Primary,0.3888888888888889,24.0,4.0
433,380,512,167,167.0,Secondary,0.18055555555555558,1.5,
434,382,515,37,37.0,Primary,0.7361111111111112,48.0,4.0
435,382,515,179,179.0,Secondary,,2.0,21.0
436,383,521,109,109.0,Primary,0.4583333333333333,24.0,4.0
437,384,521,109,109.0,Primary,0.4583333333333333,24.0,4.0
438,385,522,109,109.0,Primary,0.4583333333333333,24.0,4.0
439,386,522,109,109.0,Primary,0.4583333333333333,24.0,4.0
440,387,523,109,109.0,Primary,0.4583333333333333,24.0,4.0
441,388,523,109,109.0,Primary,0.4583333333333333,24.0,4.0
442,389,524,109,109.0,Primary,0.4583333333333333,24.0,4.0
443,390,524,109,109.0,Primary,0.4583333333333333,24.0,4.0
444,383,521,50,50.0,Secondary,0.4583333333333333,,
445,384,521,50,50.0,Secondary,0.4583333333333333,,
446,385,522,50,50.0,Secondary,0.4583333333333333,,
447,386,522,50,50.0,Secondary,0.4583333333333333,,
448,387,523,50,50.0,Secondary,0.4583333333333333,,
449,388,523,50,50.0,Secondary,0.4583333333333333,,
450,389,524,50,50.0,Secondary,0.4583333333333333,,
451,390,524,50,50.0,Secondary,0.4583333333333333,,
452,391,528,129,129.0,Primary,,,
453,392,529,129,129.0,Primary,,,
454,393,530,129,129.0,Primary,,,
455,394,532,109,109.0,Primary,1.4305555555555556,,
456,394,532,167,167.0,Secondary,0.3888888888888889,,
457,396,534,79,79.0,Primary,0.3888888888888889,,
458,395,536,184,184.0,Primary,0.7361111111111112,,
459,397,539,37,37.0,Primary,,,
460,399,542,189,189.0,Primary,0.7361111111111112,72.0,4.0
461,399,542,190,190.0,Secondary,0.2152777777777778,12.0,4.0
462,400,543,190,190.0,Secondary,0.2152777777777778,12.0,4.0
463,400,543,189,189.0,Primary,0.7361111111111112,72.0,4.0
464,403,548,51,51.0,Primary,0.3888888888888889,,
465,403,548,191,191.0,Secondary,3.513888888888889,,
466,404,553,51,51.0,Primary,1.4305555555555556,12.0,
467,514,553,51,51.0,Primary,1.4305555555555556,12.0,
468,405,554,51,51.0,Primary,1.4305555555555556,12.0,
469,515,554,51,51.0,Primary,1.4305555555555556,12.0,
470,406,555,51,51.0,Primary,1.4305555555555556,12.0,
471,516,555,51,51.0,Primary,1.4305555555555556,12.0,
472,404,553,167,167.0,Secondary,0.18055555555555558,1.0,21.0
473,514,553,167,167.0,Secondary,0.18055555555555558,1.0,21.0
474,405,554,167,167.0,Secondary,0.18055555555555558,1.0,21.0
475,515,554,167,167.0,Secondary,0.18055555555555558,1.0,21.0
476,406,555,167,167.0,Secondary,0.18055555555555558,1.0,21.0
477,516,555,167,167.0,Secondary,0.18055555555555558,1.0,21.0
478,408,563,109,109.0,Primary,0.7361111111111112,12.0,
479,408,563,167,167.0,Secondary,0.18055555555555558,1.0,
480,409,568,51,51.0,Primary,0.5972222222222222,,
481,410,569,51,51.0,Primary,0.5972222222222222,,
482,411,570,51,51.0,Primary,0.5972222222222222,,
483,409,568,133,133.0,Secondary,0.18055555555555558,,
484,410,569,133,133.0,Secondary,0.18055555555555558,,
485,411,570,133,133.0,Secondary,0.18055555555555558,,
