,analysisId,specimenID,reporterId,Reporter,Order,Concentration,Time,Temperature
989,643,1011,688,,,,,
990,643,1011,689,,,,,
991,643,1011,686,,,,,
992,643,1011,687,,,,,
993,644,1013,690,,,,,
994,644,1013,691,,,,,
995,644,1013,692,,,,,
996,644,1013,693,,,,,
997,647,1015,696,,,,,
998,647,1015,697,,,,,
999,646,1016,695,,,,,
1000,646,1016,698,,,,,
1001,645,1017,694,,,,,
1002,645,1017,699,,,,,
1003,648,1019,700,,,,,
1004,648,1019,701,,,,,
1005,649,1021,,,,,,
1006,650,1023,702,,,,,
1007,650,1023,703,,,,,
1008,652,1025,704,,,,,
1009,652,1025,705,,,,,
1010,746,1025,704,,,,,
1011,746,1025,705,,,,,
1012,651,1026,,,,,,
1013,653,1029,,,,,,
1014,654,1031,706,,,,,
1015,654,1031,709,,,,,
1016,655,1032,707,,,,,
1017,655,1032,708,,,,,
1018,656,1036,710,,,,,
1019,656,1036,711,,,,,
1020,657,1046,,,,,,
1021,658,1047,,,,,,
1022,659,1048,,,,,,
1023,660,1049,,,,,,
1024,661,1050,,,,,,
1025,662,1051,,,,,,
1026,663,1052,,,,,,
1027,664,1053,,,,,,
1028,665,1054,,,,,,
1029,666,1056,712,,,,,
1030,669,1058,,,,,,
1031,667,1059,713,,,,,
1032,667,1059,714,,,,,
1033,668,1060,715,,,,,
1034,668,1060,716,,,,,
1035,670,1062,717,,,,,
1036,670,1062,718,,,,,
1037,671,1064,719,,,,,
1038,671,1064,720,,,,,
1039,672,1066,721,,,,,
1040,672,1066,722,,,,,
1041,673,1068,723,,,,,
1042,673,1068,724,,,,,
1043,673,1068,725,,,,,
1044,673,1068,726,,,,,
1045,674,1068,723,,,,,
1046,674,1068,724,,,,,
1047,674,1068,725,,,,,
1048,674,1068,726,,,,,
1049,675,1071,,,,,,
1050,676,1072,,,,,,
1051,677,1076,,,,,,
1052,678,1076,,,,,,
1053,679,1076,,,,,,
1054,681,1080,,,,,,
1055,682,1080,,,,,,
1056,683,1084,,,,,,
1057,684,1084,,,,,,
1058,685,1084,,,,,,
1059,686,1084,,,,,,
1060,687,1085,727,,,,,
1061,687,1085,728,,,,,
1062,689,1089,,,,,,
1063,690,1089,,,,,,
1064,691,1091,731,,,,,
1065,691,1091,732,,,,,
1066,692,1093,733,,,,,
1067,692,1093,734,,,,,
1068,692,1093,735,,,,,
1069,693,1095,736,,,,,
1070,695,1098,,,,,,
1071,696,1098,,,,,,
1072,694,1099,,,,,,
1073,697,1101,737,,,,,
1074,697,1101,738,,,,,
1075,698,1103,,,,,,
1076,699,1103,,,,,,
1077,700,1103,,,,,,
1078,701,1112,,,,,,
1079,702,1113,,,,,,
1080,703,1114,,,,,,
1081,704,1115,,,,,,
1082,705,1117,739,,,,,
1083,709,1119,,,,,,
1084,706,1120,740,,,,,
1085,708,1121,742,,,,,
1086,707,1122,741,,,,,
1087,710,1126,743,,,,,
1088,711,1127,744,,,,,
1089,712,1128,745,,,,,
1090,713,1130,,,,,,
1091,715,1133,,,,,,
1092,716,1133,,,,,,
1093,717,1135,,,,,,
1094,718,1136,,,,,,
1095,719,1139,,,,,,
1096,720,1140,748,,,,,
1097,722,1141,750,,,,,
1098,722,1141,755,,,,,
1099,722,1141,758,,,,,
1100,722,1141,763,,,,,
1101,721,1142,749,,,,,
1102,721,1142,756,,,,,
1103,721,1142,757,,,,,
1104,721,1142,764,,,,,
1105,724,1143,752,,,,,
1106,724,1143,753,,,,,
1107,724,1143,760,,,,,
1108,724,1143,761,,,,,
1109,723,1144,751,,,,,
1110,723,1144,754,,,,,
1111,723,1144,759,,,,,
1112,723,1144,762,,,,,
1113,727,1147,,,,,,
1114,726,1148,,,,,,
1115,729,1149,,,,,,
1116,728,1150,,,,,,
1117,730,1153,765,,,,,
1118,730,1153,770,,,,,
1119,731,1154,766,,,,,
1120,731,1154,769,,,,,
1121,732,1155,767,,,,,
1122,732,1155,768,,,,,
1123,733,1160,771,,,,,
1124,733,1160,775,,,,,
1125,734,1161,772,,,,,
1126,734,1161,776,,,,,
1127,735,1162,773,,,,,
1128,735,1162,777,,,,,
1129,736,1163,774,,,,,
1130,736,1163,778,,,,,
1131,737,1166,,,,,,
1132,738,1167,,,,,,
1133,739,1167,,,,,,
1134,740,1167,,,,,,
1135,741,1171,,,,,,
1136,742,1172,,,,,,
1137,743,1174,783,,,,,
1138,744,1175,784,,,,,
