"ID";"Paper";"Decision";"Region_considered"
5126;2223;"Excluded: No quantitative information";"Caudoputamen"
5127;2224;"Excluded: No data of interest";"Caudoputamen"
5128;2225;"Excluded: Data in graphs only";"Caudoputamen"
5129;2226;"Excluded: No data of interest";"Caudoputamen"
5130;2227;"Excluded: Data in graphs only";"Caudoputamen"
5131;2228;"Excluded: Data not possible to normalize";"Caudoputamen"
5132;2229;"Excluded: No data of interest";"Caudoputamen"
5133;2230;"Excluded: No data of interest";"Caudoputamen"
5134;2231;"Excluded: No data of interest";"Caudoputamen"
5135;2232;"Excluded: No quantitative information";"Caudoputamen"
5136;2233;"Included";"Caudoputamen"
5137;2234;"Excluded: Data not possible to normalize";"Caudoputamen"
5138;2235;"Excluded: No data of interest";"Caudoputamen"
5139;2236;"Excluded: Data in graphs only";"Caudoputamen"
5140;2237;"Excluded: No data of interest";"Caudoputamen"
5141;2238;"Excluded: No data of interest";"Caudoputamen"
5142;70;"Excluded: Data not possible to normalize";"Striatum"
5143;2239;"Excluded: No data of interest";"Caudoputamen"
5144;2240;"Excluded: Data in graphs only";"Caudoputamen"
5145;2241;"Excluded: Treated animals only";"Caudoputamen"
5146;2242;"Excluded: No quantitative information";"Striatum"
5147;2243;"Excluded: No data of interest";"Caudoputamen"
5148;2244;"Excluded: Treated animals only";"Striatum"
5149;2245;"Included";"Striatum"
5150;2246;"Excluded: No data of interest";"Striatum"
5151;2247;"Excluded: No data of interest";"Striatum"
5152;2248;"Excluded: No data of interest";"Striatum"
5153;2249;"Included";"Striatum"
5154;2250;"Included";"Striatum"
5155;2251;"Excluded: Data in graphs only";"Striatum"
5156;2252;"Excluded: No data of interest";"Striatum"
5158;2254;"Excluded: No data of interest";"Striatum"
5159;2255;"Excluded: No data of interest";"Striatum"
5160;1019;"Excluded: No data of interest";"Striatum"
5161;2256;"Excluded: No data of interest";"Striatum"
5162;1021;"Excluded: Data in graphs only";"Striatum"
5163;1022;"Excluded: No data of interest";"Striatum"
5164;1023;"Excluded: No data of interest";"Striatum"
5165;2257;"Excluded: No data of interest";"Striatum"
5166;1024;"Excluded: No data of interest";"Striatum"
5167;1025;"Excluded: Data in graphs only";"Striatum"
5168;2258;"Excluded: No data of interest";"Striatum"
5169;2259;"Excluded: No data of interest";"Striatum"
5170;2260;"Excluded: No data of interest";"Striatum"
5171;2261;"Included";"Striatum"
5172;2262;"Excluded: Treated animals only";"Striatum"
5173;1026;"Included";"Striatum"
5174;2263;"Excluded: No data of interest";"Striatum"
5175;2264;"Excluded: No data of interest";"Striatum"
5176;2265;"Excluded: No data of interest";"Striatum"
5177;1029;"Included";"Striatum"
5178;1030;"Excluded: No data of interest";"Striatum"
5179;2266;"Excluded: No data of interest";"Striatum"
5180;2267;"Excluded: No data of interest";"Striatum"
5181;2268;"Excluded: No data of interest";"Striatum"
5182;2269;"Excluded: No data of interest";"Striatum"
5183;2270;"Excluded: Data in graphs only";"Striatum"
5184;1031;"Excluded: No data of interest";"Striatum"
5185;2271;"Excluded: No data of interest";"Striatum"
5186;2272;"Included";"Striatum"
5187;2273;"Excluded: Treated animals only";"Striatum"
5188;2274;"Excluded: No data of interest";"Striatum"
5189;2275;"Excluded: No data of interest";"Striatum"
5190;2276;"Excluded: Data in graphs only";"Striatum"
5191;2277;"Included";"Striatum"
5192;1381;"Excluded: Treated animals only";"Striatum"
5193;2279;"Excluded: Treated animals only";"Striatum"
5194;2280;"Included";"Striatum"
5195;2281;"Excluded: No data of interest";"Striatum"
5196;2282;"Included";"Striatum"
5197;2283;"Excluded: No data of interest";"Striatum"
5198;1035;"Excluded: No data of interest";"Striatum"
5199;1036;"Excluded: No data of interest";"Striatum"
5200;2284;"Excluded: Treated animals only";"Striatum"
5201;2285;"Included";"Striatum"
5202;1040;"Excluded: No data of interest";"Striatum"
5203;247;"Excluded: No data of interest";"Striatum"
5204;2286;"Excluded: Treated animals only";"Striatum"
5205;1041;"Excluded: No data of interest";"Striatum"
5206;1042;"Excluded: No data of interest";"Striatum"
5207;273;"Included";"Striatum"
5208;1043;"Included";"Striatum"
5209;1044;"Excluded: No data of interest";"Striatum"
5210;1045;"Excluded: No data of interest";"Striatum"
5211;2287;"Excluded: Data in graphs only";"Striatum"
5212;2288;"Excluded: Data not possible to normalize";"Striatum"
5213;2289;"Included";"Striatum"
5214;1051;"Excluded: No data of interest";"Striatum"
5215;1054;"Excluded: No data of interest";"Striatum"
5216;2290;"Excluded: No data of interest";"Striatum"
5217;1056;"Excluded: No data of interest";"Striatum"
5218;1058;"Excluded: No data of interest";"Striatum"
5219;2291;"Excluded: No data of interest";"Striatum"
5220;2292;"Excluded: No data of interest";"Striatum"
5221;1061;"Excluded: No data of interest";"Striatum"
5222;2293;"Excluded: Data in graphs only";"Striatum"
5223;1067;"Excluded: No data of interest";"Striatum"
5224;2294;"Excluded: No data of interest";"Striatum"
5225;2295;"Excluded: Data in graphs only";"Striatum"
5226;2296;"Excluded: Review";"Striatum"
5227;2297;"Excluded: No data of interest";"Striatum"
5228;2298;"Excluded: No data of interest";"Striatum"
5229;1068;"Excluded: Data in graphs only";"Striatum"
5230;1071;"Excluded: No data of interest";"Striatum"
5231;1072;"Excluded: Treated animals only";"Striatum"
5232;1073;"Excluded: No data of interest";"Striatum"
5233;1074;"Excluded: No data of interest";"Striatum"
5234;2299;"Excluded: No data of interest";"Striatum"
5235;1075;"Excluded: No data of interest";"Striatum"
5236;1077;"Excluded: No data of interest";"Striatum"
5237;1078;"Excluded: Data in graphs only";"Striatum"
5238;2300;"Excluded: Treated animals only";"Striatum"
5239;2301;"Included";"Striatum"
5240;2302;"Included";"Striatum"
5241;2303;"Included";"Striatum"
5242;2304;"Excluded: No data of interest";"Striatum"
5243;2305;"Excluded: No data of interest";"Striatum"
5244;2306;"Excluded: Treated animals only";"Striatum"
5245;2307;"Excluded: No data of interest";"Striatum"
5246;2308;"Excluded: Data in graphs only";"Striatum"
5247;2309;"Included";"Striatum"
5248;2310;"Excluded: Data not possible to normalize";"Striatum"
5249;2311;"Excluded: No data of interest";"Caudoputamen"
5250;2311;"Excluded: Data in graphs only";"Nucleus accumbens"
5251;1085;"Excluded: No data of interest";"Striatum"
5252;1086;"Excluded: No data of interest";"Striatum"
5253;1087;"Excluded: No data of interest";"Striatum"
5254;2312;"Included";"Striatum"
5255;2313;"Excluded: No data of interest";"Striatum"
5256;2314;"Excluded: No data of interest";"Striatum"
5257;1089;"Excluded: Treated animals only";"Striatum"
5258;2315;"Excluded: No data of interest";"Striatum"
5259;1092;"Excluded: Treated animals only";"Striatum"
5260;2316;"Excluded: Data in graphs only";"Striatum"
5261;1093;"Excluded: No data of interest";"Striatum"
5262;2317;"Excluded: No data of interest";"Striatum"
5263;1096;"Excluded: No data of interest";"Striatum"
5264;1097;"Excluded: No data of interest";"Striatum"
5265;2318;"Included";"Striatum"
5266;1104;"Included";"Striatum"
5267;623;"Excluded: Treated animals only";"Striatum"
5268;1107;"Excluded: No data of interest";"Striatum"
5269;1110;"Excluded: No data of interest";"Striatum"
5270;2319;"Included";"Striatum"
5271;2320;"Excluded: No data of interest";"Striatum"
5272;1113;"Excluded: No data of interest";"Striatum"
5273;2321;"Excluded: Treated animals only";"Striatum"
5274;2322;"Included";"Striatum"
5275;2323;"Excluded: Data not possible to normalize";"Striatum"
5276;2324;"Excluded: Treated animals only";"Striatum"
5277;2325;"Included";"Striatum"
5279;1117;"Excluded: No data of interest";"Striatum"
5280;2327;"Already included";"Striatum"
5281;2328;"Included";"Striatum"
5282;1118;"Excluded: No data of interest";"Striatum"
5283;2329;"Included";"Striatum"
5284;2330;"Excluded: Treated animals only";"Striatum"
5285;2331;"Excluded: Treated animals only";"Striatum"
5286;2332;"Excluded: No data of interest";"Striatum"
5287;1125;"Excluded: No data of interest";"Striatum"
5288;1127;"Excluded: No data of interest";"Striatum"
5289;2333;"Excluded: Data in graphs only";"Striatum"
5290;1128;"Excluded: No data of interest";"Striatum"
5291;2334;"Included";"Striatum"
5292;2335;"Excluded: No data of interest";"Striatum"
5293;2336;"Excluded: No data of interest";"Striatum"
5294;1129;"Excluded: Treated animals only";"Striatum"
5295;1130;"Excluded: No data of interest";"Striatum"
5296;2337;"Excluded: No data of interest";"Striatum"
5297;2338;"Excluded: Treated animals only";"Striatum"
5298;2339;"Excluded: No data of interest";"Striatum"
5299;2340;"Excluded: No data of interest";"Striatum"
5300;2341;"Excluded: No data of interest";"Striatum"
5301;1137;"Excluded: No data of interest";"Striatum"
5302;2342;"Included";"Striatum"
5303;2343;"Excluded: Data in graphs only";"Striatum"
5304;2344;"Excluded: No data of interest";"Striatum"
5305;2345;"Excluded: No data of interest";"Striatum"
5306;1139;"Excluded: No data of interest";"Striatum"
5307;1142;"Excluded: No data of interest";"Striatum"
5308;2346;"Excluded: No data of interest";"Striatum"
5309;2347;"Excluded: Data in graphs only";"Striatum"
5310;1145;"Excluded: No data of interest";"Striatum"
5311;2348;"Excluded: Data in graphs only";"Striatum"
5312;2349;"Excluded: Treated animals only";"Striatum"
5313;2350;"Excluded: Treated animals only";"Striatum"
5314;1147;"Excluded: No data of interest";"Striatum"
5315;138;"Excluded: Data in graphs only";"Caudoputamen"
