"ID";"Paper";"Decision";"Region_considered"
3436;880;"Excluded: No data of interest";"Substantia nigra"
3437;881;"Excluded: No data of interest";"Substantia nigra"
3438;882;"Already included";"Substantia nigra"
3439;883;"Excluded: Treated animals only";"Substantia nigra"
3440;884;"Excluded: No quantitative information";"Substantia nigra"
3441;885;"Excluded: Data not possible to normalize";"Substantia nigra"
3442;886;"Excluded: Treated animals only";"Substantia nigra"
3443;887;"Excluded: No quantitative information";"Substantia nigra"
3444;889;"Excluded: No data of interest";"Substantia nigra"
3445;888;"Excluded: No data of interest";"Substantia nigra"
3446;890;"Excluded: No data of interest";"Substantia nigra"
3447;891;"Excluded: No quantitative information";"Substantia nigra"
3448;892;"Excluded: No quantitative information";"Substantia nigra"
3449;893;"Excluded: No data of interest";"Substantia nigra"
3450;894;"Excluded: No data of interest";"Substantia nigra"
3451;895;"Already included";"Substantia nigra"
3452;896;"Excluded: Data in graphs only";"Substantia nigra"
3453;897;"Excluded: No data of interest";"Substantia nigra"
3454;898;"Excluded: Data in graphs only";"Substantia nigra"
3455;899;"Excluded: No english version available";"Substantia nigra"
3456;900;"Excluded: No data of interest";"Substantia nigra"
3457;901;"Excluded: Data not possible to normalize";"Substantia nigra"
3458;902;"Excluded: Treated animals only";"Substantia nigra"
3459;903;"Excluded: No quantitative information";"Substantia nigra"
3460;904;"Included";"Substantia nigra"
3461;905;"Included";"Substantia nigra"
3462;906;"Excluded: Treated animals only";"Substantia nigra"
3463;907;"Already included";"Substantia nigra"
3465;909;"Excluded: No access to paper";"Substantia nigra"
3466;910;"Excluded: Treated animals only";"Substantia nigra"
3467;911;"Excluded: No english version available";"Substantia nigra"
3468;912;"Excluded: No english version available";"Substantia nigra"
3469;913;"Excluded: No english version available";"Substantia nigra"
3470;914;"Excluded: Data in graphs only";"Substantia nigra"
3471;915;"Excluded: No data of interest";"Substantia nigra"
3472;916;"Excluded: No english version available";"Substantia nigra"
3473;917;"Excluded: No english version available";"Substantia nigra"
3474;918;"Excluded: No english version available";"Substantia nigra"
3475;919;"Excluded: Treated animals only";"Substantia nigra"
3476;920;"Excluded: Data not possible to normalize";"Substantia nigra"
3477;921;"Excluded: No english version available";"Substantia nigra"
3478;922;"Excluded: No data of interest";"Substantia nigra"
3479;923;"Excluded: No quantitative information";"Substantia nigra"
3480;924;"Excluded: No data of interest";"Substantia nigra"
3481;925;"Excluded: No data of interest";"Substantia nigra"
3482;926;"Excluded: No data of interest";"Substantia nigra"
3483;927;"Excluded: No data of interest";"Substantia nigra"
3484;928;"Excluded: No data of interest";"Substantia nigra"
3485;929;"Excluded: No data of interest";"Substantia nigra"
3486;930;"Included";"Substantia nigra"
3487;931;"Excluded: Treated animals only";"Substantia nigra"
3488;933;"Excluded: Treated animals only";"Substantia nigra"
3489;932;"Excluded: Treated animals only";"Substantia nigra"
3490;934;"Included";"Substantia nigra"
3491;935;"Excluded: No data of interest";"Substantia nigra"
3492;937;"Excluded: No data of interest";"Substantia nigra"
3493;936;"Excluded: No data of interest";"Substantia nigra"
3494;938;"Excluded: No data of interest";"Substantia nigra"
3495;939;"Excluded: No quantitative information";"Substantia nigra"
3496;940;"Excluded: No access to paper";"Substantia nigra"
3497;941;"Excluded: Data in graphs only";"Substantia nigra"
3498;942;"Excluded: No data of interest";"Substantia nigra"
3499;943;"Excluded: No data of interest";"Substantia nigra"
3500;944;"Excluded: No quantitative information";"Substantia nigra"
3501;945;"Excluded: No quantitative information";"Substantia nigra"
3502;946;"Excluded: No data of interest";"Substantia nigra"
3503;947;"Excluded: No english version available";"Substantia nigra"
3504;948;"Excluded: No quantitative information";"Substantia nigra"
3505;949;"Excluded: Data not possible to normalize";"Substantia nigra"
3506;950;"Excluded: No english version available";"Substantia nigra"
3507;951;"Excluded: Data not possible to normalize";"Substantia nigra"
3508;952;"Excluded: Data not possible to normalize";"Substantia nigra"
3509;953;"Excluded: No data of interest";"Substantia nigra"
3510;954;"Excluded: No quantitative information";"Substantia nigra"
3511;955;"Excluded: Treated animals only";"Substantia nigra"
3512;958;"Excluded: Treated animals only";"Substantia nigra"
3513;957;"Excluded: Treated animals only";"Substantia nigra"
3514;956;"Excluded: Treated animals only";"Substantia nigra"
3515;959;"Excluded: No quantitative information";"Substantia nigra"
3516;960;"Excluded: No quantitative information";"Substantia nigra"
3517;961;"Excluded: No quantitative information";"Substantia nigra"
3518;962;"Excluded: No quantitative information";"Substantia nigra"
3519;963;"Excluded: Data in graphs only";"Substantia nigra"
3520;964;"Already included";"Substantia nigra"
3521;965;"Excluded: Data not shown";"Substantia nigra"
3522;966;"Excluded: No access to paper";"Substantia nigra"
3523;967;"Excluded: Treated animals only";"Substantia nigra"
3524;968;"Excluded: Data not possible to normalize";"Substantia nigra"
3525;969;"Excluded: Data not possible to normalize";"Substantia nigra"
3526;970;"Excluded: No quantitative information";"Substantia nigra"
3527;971;"Excluded: Treated animals only";"Substantia nigra"
3528;972;"Excluded: Data not possible to normalize";"Substantia nigra"
3529;973;"Excluded: No data of interest";"Substantia nigra"
3530;974;"Excluded: No quantitative information";"Substantia nigra"
3531;975;"Excluded: Data not possible to normalize";"Substantia nigra"
3532;976;"Excluded: Treated animals only";"Substantia nigra"
3533;977;"Excluded: No access to paper";"Substantia nigra"
3534;978;"Excluded: Data not possible to normalize";"Substantia nigra"
3535;979;"Excluded: No quantitative information";"Substantia nigra"
3536;980;"Excluded: Treated animals only";"Substantia nigra"
3537;981;"Excluded: Data not possible to normalize";"Substantia nigra"
3538;982;"Excluded: No data of interest";"Substantia nigra"
3539;983;"Excluded: No quantitative information";"Substantia nigra"
3540;984;"Excluded: No quantitative information";"Substantia nigra"
3541;985;"Excluded: No data of interest";"Substantia nigra"
3542;986;"Excluded: No quantitative information";"Substantia nigra"
3543;987;"Excluded: Data not possible to normalize";"Substantia nigra"
3544;988;"Excluded: Treated animals only";"Substantia nigra"
3545;989;"Excluded: No data of interest";"Substantia nigra"
3546;990;"Excluded: Treated animals only";"Substantia nigra"
3547;991;"Excluded: Data not possible to normalize";"Substantia nigra"
3548;992;"Excluded: No english version available";"Substantia nigra"
3549;993;"Included";"Substantia nigra"
3550;994;"Excluded: Treated animals only";"Substantia nigra"
3551;995;"Excluded: No english version available";"Substantia nigra"
3552;996;"Excluded: No data of interest";"Substantia nigra"
3553;997;"Excluded: No data of interest";"Substantia nigra"
3554;998;"Excluded: No data of interest";"Substantia nigra"
3555;999;"Excluded: No data of interest";"Substantia nigra"
3556;1000;"Excluded: Data in graphs only";"Substantia nigra"
3557;1001;"Excluded: No quantitative information";"Substantia nigra"
3558;1002;"Excluded: Data not possible to normalize";"Substantia nigra"
3559;1003;"Excluded: Data not possible to normalize";"Substantia nigra"
3560;1004;"Excluded: No english version available";"Substantia nigra"
3561;1005;"Excluded: No english version available";"Substantia nigra"
3562;1006;"Excluded: Treated animals only";"Substantia nigra"
3563;1007;"Excluded: No data of interest";"Substantia nigra"
3564;1008;"Excluded: No quantitative information";"Substantia nigra"
3574;2;"Excluded: No quantitative information";"Caudoputamen"
3575;3;"Excluded: Data not possible to normalize";"Caudoputamen"
3576;6;"Excluded: Data not possible to normalize";"Caudoputamen"
3577;7;"Excluded: No data of interest";"Caudoputamen"
3578;8;"Excluded: No data of interest";"Caudoputamen"
3579;10;"Excluded: No quantitative information";"Caudoputamen"
3580;11;"Excluded: No data of interest";"Caudoputamen"
3581;13;"Excluded: No data of interest";"Caudoputamen"
3582;14;"Excluded: No quantitative information";"Caudoputamen"
3583;15;"Excluded: No data of interest";"Caudoputamen"
3584;16;"Excluded: Treated animals only";"Striatum"
3585;17;"Excluded: No quantitative information";"Striatum"
3586;19;"Excluded: No data of interest";"Striatum"
3587;20;"Excluded: Treated animals only";"Striatum"
3588;21;"Excluded: No data of interest";"Striatum"
3589;22;"Excluded: Treated animals only";"Striatum"
3590;23;"Excluded: No data of interest";"Striatum"
3591;25;"Excluded: No data of interest";"Striatum"
3592;26;"Excluded: Data in graphs only";"Caudoputamen"
3593;27;"Excluded: No data of interest";"Caudoputamen"
3594;29;"Excluded: No quantitative information";"Caudoputamen"
3595;28;"Excluded: No quantitative information";"Caudoputamen"
3596;30;"Excluded: Data not possible to normalize";"Caudoputamen"
3597;31;"Excluded: No data of interest";"Caudoputamen"
3598;32;"Excluded: Data not possible to normalize";"Caudoputamen"
3599;33;"Excluded: No quantitative information";"Caudoputamen"
3600;35;"Excluded: No data of interest";"Caudoputamen"
3601;37;"Excluded: Data in graphs only";"Caudoputamen"
3602;41;"Excluded: No data of interest";"Caudoputamen"
3603;43;"Excluded: No data of interest";"Caudoputamen"
3604;45;"Excluded: Treated animals only";"Caudoputamen"
3605;46;"Excluded: No data of interest";"Caudoputamen"
3606;48;"Excluded: No quantitative information";"Caudoputamen"
3607;49;"Excluded: No quantitative information";"Caudoputamen"
3608;51;"Excluded: No data of interest";"Caudoputamen"
3609;52;"Excluded: No quantitative information";"Caudoputamen"
3610;53;"Excluded: No data of interest";"Caudoputamen"
3611;54;"Excluded: No data of interest";"Caudoputamen"
3612;56;"Already included";"Caudoputamen"
3613;58;"Excluded: No data of interest";"Caudoputamen"
3614;61;"Excluded: No data of interest";"Caudoputamen"
3615;62;"Excluded: Data in graphs only";"Caudoputamen"
3616;64;"Excluded: No data of interest";"Caudoputamen"
3617;65;"Excluded: Treated animals only";"Caudoputamen"
3618;66;"Excluded: No data of interest";"Caudoputamen"
3619;68;"Excluded: No quantitative information";"Caudoputamen"
3620;69;"Excluded: No data of interest";"Caudoputamen"
3621;71;"Excluded: No data of interest";"Striatum"
3622;75;"Excluded: No quantitative information";"Caudoputamen"
3623;78;"Excluded: Data in graphs only";"Caudoputamen"
3624;79;"Excluded: No data of interest";"Caudoputamen"
3627;1283;"Excluded: Data not possible to normalize";"Striatum"
3628;81;"Excluded: No data of interest";"Striatum"
3629;1284;"Excluded: No data of interest";"Striatum"
3630;1285;"Excluded: Data not possible to normalize";"Striatum"
3631;82;"Excluded: No data of interest";"Striatum"
3632;1286;"Excluded: No data of interest";"Striatum"
3633;1287;"Excluded: No data of interest";"Striatum"
3634;84;"Excluded: Treated animals only";"Striatum"
3635;85;"Excluded: No data of interest";"Striatum"
3636;86;"Excluded: No data of interest";"Striatum"
3638;1288;"Excluded: Treated animals only";"Striatum"
3639;1291;"Excluded: Treated animals only";"Striatum"
3640;87;"Excluded: No quantitative information";"Striatum"
3641;88;"Excluded: No quantitative information";"Striatum"
3642;89;"Excluded: No data of interest";"Striatum"
3643;93;"Excluded: No quantitative information";"Striatum"
3644;94;"Excluded: No data of interest";"Striatum"
3645;95;"Excluded: No data of interest";"Striatum"
3646;96;"Excluded: No data of interest";"Striatum"
3647;1293;"Excluded: Data not possible to normalize";"Striatum"
3648;97;"Excluded: No data of interest";"Substantia nigra"
3649;99;"Excluded: Treated animals only";"Striatum"
3650;1294;"Excluded: No quantitative information";"Striatum"
3651;1295;"Excluded: No data of interest";"Striatum"
3652;102;"Excluded: No quantitative information";"Striatum"
3653;103;"Excluded: Treated animals only";"Striatum"
3654;104;"Excluded: Treated animals only";"Striatum"
3655;1296;"Excluded: No data of interest";"Striatum"
3656;1297;"Excluded: No quantitative information";"Striatum"
3657;1298;"Excluded: No data of interest";"Striatum"
3658;105;"Excluded: No data of interest";"Striatum"
3659;107;"Excluded: No data of interest";"Striatum"
3660;108;"Excluded: No data of interest";"Striatum"
3661;109;"Excluded: Treated animals only";"Striatum"
3663;1300;"Excluded: Treated animals only";"Striatum"
3664;1299;"Excluded: Treated animals only";"Striatum"
3665;1301;"Excluded: Data not possible to normalize";"Striatum"
3666;112;"Excluded: No data of interest";"Striatum"
3667;113;"Excluded: Treated animals only";"Striatum"
3668;114;"Excluded: Data not possible to normalize";"Striatum"
3669;1302;"Excluded: No data of interest";"Striatum"
3670;1303;"Excluded: No data of interest";"Striatum"
3671;1304;"Already included";"Striatum"
3672;1305;"Included";"Striatum"
3673;1306;"Excluded: Data in graphs only";"Striatum"
3674;1307;"Excluded: No quantitative information";"Striatum"
3675;1308;"Excluded: No data of interest";"Striatum"
3676;1309;"Excluded: No data of interest";"Striatum"
3677;115;"Excluded: No english version available";"Striatum"
3678;116;"Excluded: Data not possible to normalize";"Striatum"
3679;1310;"Excluded: Data in graphs only";"Striatum"
3680;118;"Excluded: No quantitative information";"Striatum"
3681;119;"Excluded: No quantitative information";"Striatum"
3682;1311;"Excluded: No quantitative information";"Striatum"
3683;1312;"Excluded: Treated animals only";"Striatum"
3684;120;"Excluded: Data not possible to normalize";"Striatum"
3685;121;"Excluded: No data of interest";"Striatum"
3686;1313;"Excluded: Data not shown";"Striatum"
3687;1314;"Excluded: Data not shown";"Striatum"
3688;1315;"Excluded: Data not possible to normalize";"Striatum"
3689;123;"Excluded: No data of interest";"Striatum"
3690;1316;"Included";"Striatum"
3691;1317;"Excluded: Data not possible to normalize";"Striatum"
3692;1318;"Excluded: Treated animals only";"Striatum"
3693;126;"Excluded: No quantitative information";"Striatum"
3694;1319;"Excluded: No data of interest";"Striatum"
3695;1320;"Excluded: No data of interest";"Striatum"
3696;1321;"Excluded: Treated animals only";"Striatum"
3697;127;"Excluded: No data of interest";"Striatum"
3698;128;"Excluded: No data of interest";"Striatum"
3699;1322;"Excluded: No data of interest";"Striatum"
3700;1323;"Excluded: Data not possible to normalize";"Striatum"
3701;131;"Excluded: No data of interest";"Striatum"
3702;132;"Excluded: No data of interest";"Striatum"
3703;133;"Excluded: No data of interest";"Striatum"
3704;134;"Excluded: No quantitative information";"Striatum"
3705;1325;"Excluded: No english version available";"Striatum"
3706;1326;"Excluded: No data of interest";"Striatum"
3707;1327;"Excluded: Data in graphs only";"Striatum"
3708;1328;"Excluded: No data of interest";"Striatum"
3709;1329;"Excluded: Data not possible to normalize";"Striatum"
3710;135;"Excluded: Treated animals only";"Striatum"
3711;1330;"Excluded: Treated animals only";"Striatum"
3712;1331;"Excluded: Treated animals only";"Striatum"
3713;1331;;
3714;1332;"Excluded: No access to paper";"Striatum"
3715;137;"Excluded: Data not possible to normalize";"Striatum"
3716;138;"Included";"Nucleus accumbens"
3717;139;"Excluded: No quantitative information";"Striatum"
3718;140;"Excluded: No data of interest";"Striatum"
3719;1333;"Included";"Striatum"
3720;1334;"Excluded: No data of interest";"Striatum"
3721;1335;"Excluded: No quantitative information";"Striatum"
3722;1336;"Excluded: Data not possible to normalize";"Striatum"
3723;1337;"Excluded: Data not possible to normalize";"Striatum"
3724;1338;"Excluded: No data of interest";"Striatum"
3725;1339;"Excluded: No data of interest";"Striatum"
3726;142;"Excluded: Data not possible to normalize";"Striatum"
3727;1340;"Excluded: No data of interest";"Striatum"
3728;143;"Excluded: Treated animals only";"Striatum"
3729;144;"Excluded: No quantitative information";"Striatum"
3730;1341;"Excluded: No access to paper";"Striatum"
3731;147;"Excluded: Data not possible to normalize";"Striatum"
3732;1343;"Excluded: Data not possible to normalize";"Striatum"
3733;150;"Excluded: No data of interest";"Striatum"
3734;1344;"Excluded: No access to paper";"Striatum"
3735;1345;"Excluded: No access to paper";"Striatum"
3736;151;"Excluded: No data of interest";"Striatum"
3737;1346;"Excluded: No data of interest";"Striatum"
3738;1347;"Excluded: Treated animals only";"Striatum"
3739;1348;"Excluded: No data of interest";"Striatum"
3740;154;"Excluded: Treated animals only";"Striatum"
3741;1349;;
3742;1350;"Excluded: Data not possible to normalize";"Striatum"
3743;1351;"Excluded: No data of interest";"Striatum"
3744;1352;"Excluded: No data of interest";"Striatum"
3745;1353;"Excluded: No data of interest";"Striatum"
3746;156;"Excluded: No data of interest";"Striatum"
3747;157;"Excluded: No data of interest";"Striatum"
3748;158;"Excluded: No data of interest";"Striatum"
3749;1354;"Excluded: No data of interest";"Striatum"
3750;1355;"Excluded: Treated animals only";"Striatum"
3751;1356;"Excluded: No data of interest";"Striatum"
3752;159;"Excluded: No data of interest";"Striatum"
3753;1358;"Excluded: No quantitative information";"Striatum"
3754;1360;"Excluded: No quantitative information";"Striatum"
3756;1361;"Excluded: Treated animals only";"Striatum"
3757;1362;"Excluded: No data of interest";"Striatum"
3758;1363;"Excluded: Data in graphs only";"Striatum"
3759;1364;"Excluded: No quantitative information";"Striatum"
3760;1365;"Excluded: No quantitative information";"Striatum"
3761;1366;"Excluded: Data not possible to normalize";"Striatum"
3762;163;"Excluded: No quantitative information";"Striatum"
3763;164;"Excluded: No quantitative information";"Striatum"
3764;165;"Excluded: Data not possible to normalize";"Striatum"
3765;1367;"Excluded: No data of interest";"Striatum"
3766;1368;"Excluded: Data not possible to normalize";"Striatum"
3767;1369;"Excluded: Treated animals only";"Striatum"
3768;168;"Excluded: Treated animals only";"Striatum"
3769;1370;"Excluded: No data of interest";"Striatum"
3770;169;"Excluded: Data not possible to normalize";"Striatum"
3771;1371;"Included";"Striatum"
3772;170;"Excluded: Data in graphs only";"Striatum"
3773;171;"Excluded: Data in graphs only";"Striatum"
3774;172;"Excluded: No data of interest";"Striatum"
3775;1372;"Excluded: No quantitative information";"Striatum"
3776;1373;"Excluded: Data in graphs only";"Striatum"
3777;174;"Excluded: No access to paper";"Striatum"
3778;1374;"Excluded: No data of interest";"Striatum"
3779;1375;"Excluded: Data not possible to normalize";"Striatum"
3780;1376;"Excluded: No data of interest";"Striatum"
3781;1377;"Excluded: Review";"Striatum"
3782;1378;"Excluded: No access to paper";"Striatum"
3783;176;"Excluded: Treated animals only";"Striatum"
3784;1379;"Excluded: No data of interest";"Striatum"
3785;1380;"Excluded: Treated animals only";"Striatum"
3786;1381;"Excluded: Treated animals only";"Striatum"
3787;177;"Excluded: Treated animals only";"Striatum"
3788;178;"Excluded: No data of interest";"Striatum"
3789;1382;"Excluded: Treated animals only";"Striatum"
3790;1383;"Excluded: No data of interest";"Striatum"
3791;1385;"Excluded: No data of interest";"Striatum"
3792;1386;"Excluded: Treated animals only";"Striatum"
3793;1387;"Excluded: No quantitative information";"Striatum"
3794;1388;"Excluded: Treated animals only";"Striatum"
3795;182;"Excluded: No quantitative information";"Striatum"
3796;183;"Excluded: No quantitative information";"Striatum"
3797;184;"Excluded: Treated animals only";"Striatum"
3798;1389;"Excluded: No quantitative information";"Striatum"
3799;186;"Excluded: Data not possible to normalize";"Striatum"
3800;1390;"Already included";"Striatum"
3801;1391;"Excluded: No data of interest";"Striatum"
3802;187;"Excluded: Data in graphs only";"Striatum"
3803;189;"Excluded: Data not possible to normalize";"Striatum"
3804;190;"Excluded: Data in graphs only";"Striatum"
3805;1392;"Excluded: Treated animals only";"Striatum"
3806;191;"Excluded: No quantitative information";"Striatum"
3807;192;"Excluded: No data of interest";"Striatum"
3808;1393;"Excluded: Treated animals only";"Striatum"
3809;1394;"Excluded: No quantitative information";"Striatum"
3810;193;"Excluded: No data of interest";"Striatum"
3811;1395;"Excluded: Review";"Striatum"
3812;195;"Excluded: No access to paper";"Striatum"
3813;196;"Excluded: No quantitative information";"Striatum"
3814;1396;"Excluded: Data not possible to normalize";
3815;1397;"Excluded: Data in graphs only";"Striatum"
3816;1398;"Excluded: No data of interest";"Striatum"
3817;1399;"Excluded: No data of interest";"Striatum"
3818;1400;"Excluded: Treated animals only";"Striatum"
3819;1401;"Excluded: No data of interest";"Striatum"
3820;1402;"Excluded: Treated animals only";"Striatum"
3821;1403;"Excluded: No quantitative information";"Striatum"
3822;1404;"Excluded: No data of interest";"Striatum"
3823;1405;"Excluded: No data of interest";"Striatum"
3824;1406;"Excluded: No data of interest";"Striatum"
3825;1407;"Excluded: Treated animals only";"Striatum"
3826;1408;"Excluded: No access to paper";"Striatum"
3827;206;"Excluded: No data of interest";"Striatum"
3828;1409;"Excluded: No data of interest";"Striatum"
3829;1410;"Excluded: No data of interest";"Striatum"
3830;1411;"Included";"Striatum"
3831;1412;"Excluded: Treated animals only";"Striatum"
3832;208;"Excluded: No data of interest";"Striatum"
3833;1413;"Excluded: No data of interest";"Striatum"
3834;1414;"Excluded: Treated animals only";"Striatum"
3835;1415;"Excluded: Treated animals only";"Striatum"
3836;1416;"Excluded: Treated animals only";"Striatum"
3837;1417;"Excluded: No data of interest";"Striatum"
3838;209;"Excluded: No data of interest";"Striatum"
3839;1418;"Excluded: No data of interest";"Striatum"
3840;211;"Excluded: No quantitative information";"Striatum"
3841;1419;"Included";"Striatum"
3842;1420;"Excluded: No data of interest";"Striatum"
3843;213;"Excluded: No data of interest";"Striatum"
3844;214;"Already included";"Striatum"
3845;1421;"Excluded: Treated animals only";"Striatum"
3846;216;"Excluded: Data in graphs only";"Striatum"
3847;217;"Excluded: Data in graphs only";"Striatum"
3848;1422;"Excluded: Treated animals only";"Striatum"
3849;219;"Excluded: No quantitative information";"Striatum"
3850;1423;"Excluded: No access to paper";"Striatum"
3851;220;"Excluded: No data of interest";"Striatum"
3852;1424;"Excluded: No data of interest";"Striatum"
3853;1425;"Excluded: Treated animals only";"Striatum"
3854;222;"Excluded: No data of interest";"Striatum"
3855;223;"Excluded: No data of interest";"Striatum"
3856;1426;"Excluded: No data of interest";"Striatum"
3857;1427;"Excluded: No data of interest";"Striatum"
3858;1428;"Excluded: No data of interest";"Striatum"
3859;225;"Excluded: No data of interest";"Striatum"
3860;1429;"Excluded: Treated animals only";"Striatum"
3861;1430;"Excluded: Data in graphs only";"Striatum"
3862;226;"Excluded: No quantitative information";"Striatum"
3863;227;"Excluded: Data not possible to normalize";"Striatum"
3864;1431;"Unsure - revisit";"Striatum"
3865;1432;"Excluded: No quantitative information";"Striatum"
3866;1433;"Excluded: No quantitative information";"Striatum"
3867;230;"Excluded: No data of interest";"Striatum"
3868;231;"Excluded: No data of interest";"Striatum"
3869;1434;"Already included";"Striatum"
3870;1435;"Excluded: No data of interest";"Striatum"
3871;233;"Excluded: Treated animals only";"Striatum"
3872;234;"Excluded: No access to paper";"Striatum"
3873;235;"Excluded: No data of interest";"Striatum"
3874;1437;"Excluded: No data of interest";"Striatum"
3875;236;"Excluded: No data of interest";"Striatum"
3876;237;"Excluded: No quantitative information";"Striatum"
3877;1438;"Excluded: No quantitative information";"Striatum"
3878;1439;"Excluded: No quantitative information";"Striatum"
3879;1440;"Excluded: Data not possible to normalize";"Striatum"
3880;1441;"Excluded: No data of interest";"Striatum"
3881;1442;"Excluded: No quantitative information";"Striatum"
3882;1443;"Included";"Striatum"
3883;1444;"Excluded: Data in graphs only";"Striatum"
3884;1445;"Excluded: No data of interest";"Striatum"
3885;1446;"Excluded: Treated animals only";"Striatum"
3886;1447;"Excluded: Treated animals only";"Striatum"
3887;240;"Excluded: No data of interest";"Striatum"
3888;1448;"Already included";"Striatum"
3889;1449;"Excluded: No data of interest";"Striatum"
3890;241;"Excluded: Treated animals only";"Striatum"
3892;1451;"Excluded: No data of interest";"Striatum"
3893;1452;"Excluded: No data of interest";"Striatum"
3894;243;"Excluded: Data not possible to normalize";"Striatum"
3895;1453;"Excluded: No quantitative information";"Striatum"
3896;244;"Excluded: Data not possible to normalize";"Striatum"
3897;1454;"Excluded: Treated animals only";"Striatum"
3898;1455;"Excluded: No data of interest";"Striatum"
3899;245;"Excluded: No data of interest";"Striatum"
3900;1456;"Excluded: Treated animals only";"Striatum"
3901;246;"Excluded: Data in graphs only";"Striatum"
3902;1457;"Excluded: No data of interest";"Striatum"
3903;1458;"Excluded: No english version available";"Striatum"
3904;251;"Excluded: No data of interest";"Striatum"
3905;1460;"Excluded: No data of interest";"Striatum"
3906;1461;"Included";"Striatum"
3907;253;"Excluded: No quantitative information";"Striatum"
3908;1462;"Excluded: No data of interest";"Striatum"
3909;1463;"Excluded: No data of interest";"Striatum"
3910;1464;"Excluded: Data not possible to normalize";"Striatum"
3911;1465;"Excluded: Treated animals only";"Striatum"
3912;1466;"Excluded: Treated animals only";"Striatum"
3913;1467;"Excluded: Treated animals only";"Striatum"
3914;1468;"Excluded: Data not possible to normalize";"Striatum"
3915;1469;"Excluded: Treated animals only";"Striatum"
3916;1470;"Excluded: Treated animals only";"Striatum"
3917;1471;"Excluded: No data of interest";"Striatum"
3918;1472;"Excluded: Treated animals only";"Striatum"
3919;1473;"Excluded: Data in graphs only";"Striatum"
3920;1474;"Excluded: Treated animals only";"Striatum"
3921;256;"Excluded: No data of interest";"Striatum"
3922;1475;"Excluded: No data of interest";"Striatum"
3923;1476;"Excluded: Treated animals only";"Striatum"
3924;260;"Excluded: No data of interest";"Striatum"
3925;1477;"Excluded: Data not possible to normalize";"Striatum"
3926;1478;"Excluded: No data of interest";"Striatum"
3927;1479;"Excluded: Treated animals only";"Striatum"
3928;264;"Excluded: No data of interest";"Striatum"
3929;1480;"Excluded: Treated animals only";"Striatum"
3930;1481;"Excluded: Treated animals only";"Striatum"
3931;1482;"Excluded: Data not possible to normalize";"Striatum"
3932;1483;"Excluded: No quantitative information";"Striatum"
3933;1484;"Excluded: No quantitative information";"Striatum"
3934;1485;"Excluded: Data not possible to normalize";"Striatum"
3935;268;"Excluded: Treated animals only";"Striatum"
3936;1486;"Excluded: No data of interest";"Striatum"
3937;1487;"Excluded: Treated animals only";"Striatum"
3938;1488;"Excluded: No data of interest";"Striatum"
3939;1489;"Excluded: No data of interest";"Striatum"
3940;269;"Excluded: No quantitative information";"Striatum"
3941;1490;"Excluded: No data of interest";"Striatum"
3942;1491;"Excluded: No quantitative information";"Striatum"
3943;271;"Included";"Striatum"
3944;272;"Included";"Striatum"
3945;1492;"Included";"Striatum"
3946;274;"Excluded: No data of interest";"Striatum"
3947;275;"Excluded: No quantitative information";"Striatum"
3948;276;"Excluded: Data not possible to normalize";"Striatum"
3949;1493;"Excluded: No data of interest";"Striatum"
3950;1494;"Excluded: Data not possible to normalize";"Striatum"
3952;1495;"Excluded: Data not possible to normalize";"Striatum"
3953;1496;"Excluded: Treated animals only";"Striatum"
3954;1497;"Included";"Striatum"
3955;277;"Excluded: Treated animals only";"Striatum"
3956;278;"Excluded: Treated animals only";"Striatum"
3957;280;"Excluded: Treated animals only";"Striatum"
3958;281;"Excluded: No quantitative information";"Striatum"
3959;282;"Excluded: No quantitative information";"Striatum"
3960;1498;"Excluded: No data of interest";"Striatum"
3961;1499;"Excluded: No quantitative information";"Striatum"
3962;283;"Excluded: No data of interest";"Striatum"
3963;1500;"Excluded: Treated animals only";"Striatum"
3964;1501;"Excluded: No quantitative information";"Striatum"
3965;1502;"Excluded: Treated animals only";"Striatum"
3966;1503;"Excluded: No data of interest";"Striatum"
3967;1504;"Excluded: No data of interest";"Striatum"
3968;285;"Excluded: No data of interest";"Striatum"
3969;286;"Excluded: Data not possible to normalize";"Striatum"
3970;1505;"Included";"Striatum"
3971;1506;"Excluded: No access to paper";"Striatum"
3972;287;"Excluded: No data of interest";"Striatum"
3973;1507;"Already included";"Striatum"
3974;1508;"Included";"Striatum"
3975;1509;"Excluded: No data of interest";"Striatum"
3976;289;"Excluded: No quantitative information";"Striatum"
3977;290;"Excluded: No data of interest";"Striatum"
3978;1510;"Excluded: No english version available";"Striatum"
3979;1511;"Excluded: No english version available";"Striatum"
3980;293;"Excluded: Treated animals only";"Striatum"
3981;294;"Excluded: No data of interest";"Striatum"
3982;1512;"Excluded: No data of interest";"Striatum"
3983;1513;"Excluded: No data of interest";"Striatum"
3984;297;"Excluded: No quantitative information";"Striatum"
3985;298;"Excluded: No data of interest";"Striatum"
3986;299;"Excluded: Treated animals only";"Striatum"
3987;1514;"Excluded: Treated animals only";"Striatum"
3988;300;"Already included";"Striatum"
3989;1515;"Excluded: No data of interest";"Striatum"
3990;1516;"Excluded: Treated animals only";"Striatum"
3991;1517;"Excluded: Data in graphs only";"Striatum"
3992;1518;"Excluded: Treated animals only";"Striatum"
3993;303;"Excluded: Treated animals only";"Striatum"
3994;304;"Excluded: No data of interest";"Striatum"
3995;305;"Excluded: No data of interest";"Striatum"
3996;1519;"Excluded: No quantitative information";"Striatum"
